uniprot_id,features
P05412,1.864490 0.273610 -1.481102 1.328223 1.549388 -2.572934 1.579930 -1.257576 -3.430854 1.209889 -1.426252 -0.367574 -1.640906 -1.477633 -1.598228 -1.563109 1.090539 -1.246656 -1.407519 1.196027 -1.364198 0.997759 0.934207 1.462685 2.362609 -1.503539 -0.228188 -0.630158 -2.664211 1.626608 -1.526622 -1.766853 -1.361091 -1.785631 -0.776604 -1.651789 1.362336 1.326426 -1.256882 1.277283 1.308856 -1.545856 -2.955002 1.070946 1.990196 -1.628304 -1.246899 1.446802 1.412984 -1.571517 0.645912 1.171037 0.438742 -3.009490 -2.669287 -1.618185 -1.673851 -1.370179 1.735652 1.281253 0.715698 -1.431389 0.599369 1.552323
P05452,-0.119122 0.157367 0.304085 -0.326344 -0.113496 -0.003850 -0.156008 0.295256 0.186981 0.043757 0.299192 0.089356 -0.024626 0.270505 0.301815 0.316694 0.064540 0.314134 0.276780 -0.344947 0.273387 -0.258282 0.179321 -0.290259 -0.086202 0.292924 0.261233 0.309200 0.075332 -0.036842 0.306445 -0.050541 0.275674 0.313513 0.400438 -0.068250 -0.268893 -0.318168 0.281690 -0.290109 -0.288959 0.304916 0.234207 0.007703 0.167227 0.306071 0.285910 -0.311723 -0.002716 0.297883 0.211108 -0.366802 0.073076 0.114005 0.145121 0.187399 0.311391 0.274614 -0.174565 -0.283568 0.103570 0.289543 0.059383 0.013828
P05543,-0.327506 -0.119905 0.301160 -0.335810 -0.379357 0.149241 -0.375489 0.299487 0.318355 -0.291915 0.296921 -0.200089 0.242966 0.309472 0.309885 0.307205 -0.243445 0.320918 0.102070 -0.306531 0.299984 -0.313725 -0.266413 -0.340701 -0.391323 0.300869 -0.115301 0.124836 0.321443 -0.368309 0.314304 0.206264 0.296649 0.337928 0.106329 0.244613 -0.322160 -0.327224 0.319511 -0.333812 -0.330262 0.314168 0.385562 -0.257334 -0.304346 0.328409 0.296066 -0.332566 -0.285382 0.309419 -0.087868 -0.342955 -0.112988 0.364271 0.337471 0.404122 0.290133 0.318306 -0.405274 -0.327131 -0.191008 0.309247 -0.157821 -0.287769
P05546,-0.354998 -0.030177 0.225507 -0.209192 -0.289416 0.266063 -0.279178 0.226252 0.395708 -0.170474 0.244426 -0.018325 0.268988 0.256301 0.257782 0.247401 -0.158376 0.243171 0.162709 -0.229375 0.224283 -0.149147 -0.071900 -0.236435 -0.316440 0.247673 0.036154 0.128262 0.321626 -0.259742 0.263346 0.354667 0.236187 0.283186 0.178917 0.225267 -0.192600 -0.240400 0.208280 -0.252167 -0.211594 0.263770 0.406641 -0.097877 -0.119595 0.277801 0.213738 -0.217062 -0.131720 0.257802 0.060590 -0.188694 -0.196604 0.450557 0.430952 0.489920 0.253276 0.235499 -0.325827 -0.166641 0.013015 0.184002 -0.043228 -0.276319
P05771,-1.443935 -1.201937 -0.951523 1.124252 -0.467361 1.381212 -0.703176 -1.059547 0.907111 -1.273341 -0.904102 -1.409090 1.680937 -0.779930 -0.774878 -1.150486 -1.336820 -0.908165 -1.384344 1.136332 -0.941334 0.654373 -1.759212 1.119528 -0.466067 -0.928482 -1.969888 -1.514441 1.152299 -1.241568 -0.841276 1.734736 -1.011530 -0.879278 -1.557339 0.236758 1.075130 0.974672 -0.935542 1.089792 1.000807 -0.929495 0.633386 -1.617626 -1.256151 -1.057588 -1.365078 1.044851 -1.192870 -1.092353 -2.186161 1.231807 -1.784184 0.757688 0.633109 0.311657 -0.961574 -0.978159 -0.769770 1.099585 -1.819871 -1.022648 -1.712546 -1.400210
P05787,-0.115977 -0.031433 -0.042952 0.130584 0.085996 0.405521 -0.094061 -0.049851 0.133007 0.015608 -0.036463 0.055035 0.062316 -0.003245 -0.024404 -0.066031 0.130966 -0.073126 0.093533 0.082858 -0.035257 0.186501 0.097080 0.089230 -0.054782 -0.004908 0.160214 -0.070521 0.015813 0.107362 -0.027245 0.389772 -0.063824 -0.060887 -0.041736 0.388045 0.131322 0.068739 -0.108208 0.079586 0.115151 -0.058983 0.064144 0.090576 0.020602 -0.059063 -0.042413 0.088402 -0.049950 -0.016629 0.146126 0.162945 0.023146 0.060489 0.158139 0.268690 -0.009976 -0.071806 -0.038008 0.185036 0.140728 -0.119305 -0.031463 0.112924
P05937,0.190488 0.455340 0.425288 -0.531094 -0.105666 -0.557961 -0.024949 0.438512 -0.145239 0.118832 0.413645 0.223217 -0.400121 0.390617 0.429068 0.440741 0.264685 0.462821 0.448871 -0.507646 0.422497 -0.532483 0.283120 -0.465811 -0.021325 0.416633 0.384773 0.411026 -0.225100 0.078954 0.429056 -0.410817 0.408237 0.424500 0.468249 -0.481224 -0.518986 -0.437248 0.429599 -0.470353 -0.502308 0.427079 0.067424 0.263895 0.394196 0.423443 0.413074 -0.482945 0.159529 0.414914 0.406473 -0.593549 0.442802 -0.084977 -0.090640 -0.117119 0.472680 0.428471 -0.063892 -0.560165 0.249466 0.470286 0.230253 0.175929
P06213,-0.419487 -0.051350 -0.126456 0.248602 -0.148874 0.439005 -0.167642 -0.117576 0.606862 -0.298661 -0.029521 -0.356616 0.731634 -0.043673 0.037019 -0.140822 -0.160412 0.035723 -0.209451 0.213758 -0.040874 0.067164 -0.616613 0.197675 -0.253861 -0.063324 -0.149707 -0.132441 0.643739 -0.270781 -0.022068 0.903913 -0.127359 -0.066367 -0.007774 0.006534 0.223120 0.106195 -0.034523 0.179823 0.218133 -0.087902 0.370246 -0.337528 0.018978 -0.085591 -0.230868 0.199989 -0.209569 -0.150395 -0.193774 0.260182 -0.437212 0.476235 0.299606 0.499717 -0.058442 -0.120241 -0.308114 0.288317 -0.251419 -0.086721 -0.505463 -0.044236
P06239,-0.366554 0.186711 -0.715251 0.974647 0.208076 0.454406 0.089627 -0.767526 0.173757 -0.679188 -0.496643 -0.270720 0.457155 -0.474352 -0.376489 -0.890260 0.046916 -0.455034 -0.473659 0.861999 -0.562538 0.248830 -1.184705 0.809533 0.008471 -0.634403 -0.893469 -0.668151 0.526741 -0.402279 -0.518047 1.235547 -0.785002 -0.743597 -0.471685 -0.758536 0.823603 0.724221 -0.693942 0.790036 0.739747 -0.760160 -0.016945 -0.656859 0.420413 -0.783599 -1.086837 0.845111 -0.079260 -0.811521 -0.607738 1.077990 -0.570269 -0.067292 -0.442490 0.235684 -0.624310 -0.842317 -0.084009 0.884397 -0.519483 -0.675138 -0.705784 0.366230
P06241,-0.305193 0.207021 -1.966961 2.580912 0.749305 0.183713 0.339833 -2.178653 -0.151891 -0.627373 -1.662175 -0.637663 0.927676 -1.634546 -1.435647 -2.397086 0.122064 -1.507863 -1.386812 2.320470 -1.660977 1.128828 -1.294145 2.361615 0.507425 -2.001351 -1.678590 -1.405963 0.402253 -0.656786 -1.721196 2.090158 -2.181629 -2.113188 -1.082041 -2.226058 2.263767 2.050372 -1.932882 2.171641 2.067643 -2.181771 -0.868126 -1.122827 1.286061 -2.235296 -2.864372 2.276036 0.048979 -2.395089 -1.401566 2.778949 -1.310215 -0.627312 -1.804498 0.011936 -1.975532 -2.290575 0.376027 2.447839 -0.824435 -2.109065 -1.541110 0.883863
P06280,-0.411898 -0.201097 0.277873 -0.256290 -0.427082 0.425077 -0.440944 0.261717 0.543017 -0.348690 0.235006 -0.315691 0.409014 0.277798 0.267053 0.271691 -0.386847 0.255256 0.068710 -0.215012 0.259197 -0.196484 -0.340907 -0.283008 -0.478772 0.275430 -0.139683 0.027024 0.456339 -0.391722 0.260509 0.354465 0.260227 0.292009 0.081776 0.494145 -0.265469 -0.268169 0.286701 -0.261588 -0.254313 0.282902 0.467813 -0.367793 -0.496976 0.279555 0.262549 -0.269594 -0.369994 0.283923 -0.193837 -0.226443 -0.154126 0.500612 0.431524 0.447198 0.267224 0.275264 -0.482797 -0.243954 -0.228470 0.253074 -0.311047 -0.321392
P06307,-0.173758 0.112772 0.351543 -0.378022 -0.295011 -0.171697 -0.196171 0.340532 0.143344 -0.160338 0.340481 0.005195 0.050783 0.346685 0.346516 0.355449 -0.003097 0.355235 0.265698 -0.370556 0.337079 -0.370480 -0.072012 -0.362785 -0.225110 0.349878 0.139097 0.276109 0.134584 -0.219119 0.345309 -0.017476 0.330012 0.358758 0.249480 -0.066124 -0.369863 -0.357765 0.341194 -0.375755 -0.385814 0.366634 0.270075 0.015226 -0.015955 0.360475 0.312790 -0.369162 -0.169613 0.341010 0.129492 -0.408173 0.101213 0.213760 0.180311 0.213267 0.362081 0.351575 -0.199383 -0.388830 0.000874 0.340028 0.038417 -0.153378
P06396,0.672940 0.660793 -0.433283 0.504020 0.869080 -0.292381 0.880552 -0.434965 -0.806776 0.845086 -0.377238 0.820089 -0.635118 -0.350485 -0.373142 -0.487123 0.823480 -0.345895 -0.024589 0.417818 -0.421460 0.352917 1.004379 0.479078 0.881858 -0.502146 0.336427 -0.099239 -0.773778 0.754100 -0.345795 -0.657314 -0.473899 -0.409168 -0.045840 -1.204468 0.473155 0.461641 -0.499441 0.438952 0.451000 -0.466779 -0.571910 0.584091 0.762610 -0.421437 -0.503416 0.402049 0.794927 -0.419642 0.389636 0.354742 0.230782 -0.593346 -0.652663 -0.587024 -0.385971 -0.440029 0.764893 0.552972 0.693095 -0.432621 0.743397 0.594032
P06401,0.095481 0.322550 -0.042178 0.082406 0.175056 -0.185427 0.110666 -0.010651 -0.223865 0.166846 0.040949 0.060514 0.071510 0.014140 -0.009381 -0.072368 0.276902 -0.000349 -0.171960 -0.007536 0.003855 -0.042264 0.292649 0.068788 0.245530 -0.086414 0.105995 -0.002221 -0.121848 0.243290 -0.006527 0.141669 -0.005274 -0.031914 -0.014166 -0.162082 0.054936 0.041529 0.056504 0.019847 0.027416 -0.006505 -0.207437 0.241556 0.319123 -0.060960 -0.022433 0.062745 0.205962 -0.077526 0.194323 0.004078 0.050221 -0.051226 -0.121949 0.111209 -0.078591 -0.020949 0.211575 0.049012 0.242443 0.007344 0.205649 -0.135267
P06493,0.447490 -0.191140 -1.098650 1.339998 0.600730 -0.107586 1.498043 -1.285200 -1.167473 0.981074 -1.306874 -0.078661 0.378635 -1.180055 -1.541465 -1.350900 -0.054736 -1.138878 -1.376875 1.322183 -1.127929 1.344283 0.968600 1.430278 1.994417 -1.444403 -1.040455 -0.754843 -1.206312 0.526378 -1.293395 -1.033738 -1.411372 -1.406397 -1.539370 -0.935764 1.286015 1.300041 -1.342617 1.125108 1.235757 -1.315039 -1.342069 0.081020 -0.225421 -1.320771 -1.245263 1.294783 0.428520 -1.409899 0.027557 1.312503 -0.064813 -0.563768 -0.477575 -0.236905 -1.356623 -1.101153 0.571874 1.290699 -0.035941 -1.379044 -0.001722 0.171135
P06576,0.744914 -0.068609 -1.123171 1.428180 1.845150 -0.100484 1.227263 -1.229738 -0.845109 1.415341 -1.029506 1.373641 -0.512718 -1.092832 -1.232811 -1.221095 0.639338 -1.664803 -0.670314 1.142522 -1.457510 1.516115 1.316619 1.319876 1.116305 -1.281793 -0.310310 -1.289276 -1.280127 2.145904 -1.276324 -0.598581 -0.977209 -1.235379 -0.862112 -0.141787 1.338257 1.467544 -1.485532 1.313656 1.341580 -1.136071 -1.503256 1.873694 0.380112 -1.274464 -1.148333 1.203642 1.776438 -0.985150 -0.198422 1.245444 1.084645 -0.591150 -0.546587 -1.334719 -1.070496 -1.373527 1.669731 1.302575 0.630223 -1.138851 1.033305 0.528160
P06702,-0.294899 0.085798 0.140559 -0.095290 -0.236623 0.463622 -0.293550 0.152952 0.532928 -0.248544 0.150568 -0.106504 0.260240 0.158095 0.173278 0.129498 -0.117703 0.148174 0.114816 -0.081894 0.142506 -0.047568 -0.282234 -0.093780 -0.213523 0.164079 0.162544 0.088514 0.437220 -0.257220 0.179391 0.413609 0.145788 0.159032 0.166889 0.488141 -0.075870 -0.140592 0.140222 -0.109733 -0.050198 0.151367 0.416457 -0.313513 -0.129649 0.158355 0.146429 -0.082897 -0.215600 0.153960 -0.110372 -0.004750 -0.125853 0.360873 0.410345 0.416594 0.149224 0.127142 -0.306786 -0.082074 -0.147686 0.135600 -0.159247 -0.184295
P06703,-0.214646 -0.081297 0.206791 -0.194624 -0.250708 0.365781 -0.307091 0.206318 0.415572 -0.288786 0.172532 -0.122174 0.216239 0.208002 0.206040 0.196833 -0.184304 0.184078 0.116750 -0.143576 0.189673 -0.116245 -0.176719 -0.189086 -0.333552 0.181285 0.064817 0.047418 0.316047 -0.223524 0.208046 0.285802 0.197722 0.213722 0.096526 0.457583 -0.170950 -0.191576 0.197794 -0.186424 -0.165286 0.211808 0.333675 -0.343935 -0.200408 0.196948 0.224044 -0.176490 -0.251628 0.221755 -0.079618 -0.128853 -0.111455 0.321943 0.356229 0.339720 0.219286 0.182212 -0.330314 -0.170775 -0.114511 0.192260 -0.166789 -0.114796
P06727,-0.434446 -0.195914 0.271105 -0.285846 -0.423130 0.304598 -0.459912 0.269791 0.461274 -0.410394 0.273691 -0.267726 0.381392 0.298040 0.294515 0.274422 -0.372373 0.288699 0.048297 -0.259214 0.279063 -0.259546 -0.332665 -0.309237 -0.498471 0.287546 -0.173375 0.044611 0.457413 -0.451190 0.294469 0.371263 0.279392 0.325248 0.045896 0.394472 -0.282262 -0.301880 0.298304 -0.312143 -0.289745 0.302062 0.461845 -0.344042 -0.443208 0.307526 0.268572 -0.301063 -0.351939 0.287876 -0.177445 -0.269070 -0.203123 0.480494 0.436218 0.490944 0.254786 0.291017 -0.448074 -0.280988 -0.242266 0.266018 -0.253532 -0.396991
P06729,-0.150235 0.138958 0.303328 -0.311592 -0.181398 -0.133335 -0.189054 0.301870 0.178490 -0.217152 0.328318 0.030579 0.084207 0.307688 0.349115 0.286833 -0.018268 0.332996 0.248290 -0.312227 0.302126 -0.382734 -0.167043 -0.318901 -0.260059 0.280210 0.099308 0.211612 0.178668 -0.172809 0.328039 0.148009 0.290441 0.320543 0.218673 -0.128371 -0.323397 -0.321845 0.309855 -0.325932 -0.303634 0.312771 0.251390 -0.080891 0.010528 0.305096 0.279879 -0.305416 -0.104776 0.296683 0.121302 -0.315639 0.160892 0.256718 0.203663 0.258381 0.306519 0.312224 -0.217278 -0.346326 0.040400 0.328594 0.058371 -0.109536
P06732,-0.256900 -0.076418 0.276758 -0.303367 -0.351804 0.165360 -0.332626 0.280646 0.307525 -0.265399 0.255710 -0.178538 0.207354 0.284329 0.271447 0.286883 -0.262496 0.282952 0.097028 -0.269485 0.281855 -0.273214 -0.204353 -0.304377 -0.353337 0.280475 -0.060948 0.110887 0.347429 -0.333603 0.267735 0.132210 0.278482 0.297252 0.156671 0.296991 -0.292056 -0.288444 0.298445 -0.288389 -0.291868 0.292791 0.367739 -0.231590 -0.276187 0.290491 0.282294 -0.299971 -0.236462 0.283026 -0.054601 -0.281661 -0.019660 0.340561 0.281517 0.274843 0.263331 0.285961 -0.355183 -0.289918 -0.140295 0.272569 -0.126873 -0.241083
P06733,1.338849 -0.573698 -1.790071 2.121790 1.949727 1.672319 2.057058 -1.775257 -1.223669 2.545465 -1.956201 1.703645 -0.847662 -1.796285 -2.086016 -1.612992 -0.032734 -2.249636 -0.949158 1.980357 -2.072496 2.792732 2.327218 1.920767 1.641186 -2.007433 -0.240819 -1.718024 -1.667469 1.920054 -2.062270 -1.289049 -1.661808 -1.988886 -1.052319 -0.099145 2.027202 2.134856 -2.415518 2.076862 2.271704 -1.848930 -1.704940 2.051642 0.765369 -1.749162 -1.610775 2.163274 1.581241 -1.410872 0.427434 2.087221 0.494289 -0.634669 -0.692724 -0.987636 -1.526437 -2.012916 1.709242 2.487053 1.034274 -1.838467 1.050880 1.382296
P06744,-0.017537 0.014195 0.202342 -0.163627 -0.194837 0.320222 -0.163331 0.189991 0.337267 -0.008610 0.132641 -0.103911 0.167954 0.172410 0.147265 0.236824 -0.161127 0.136402 0.170318 -0.127526 0.158270 -0.065980 0.040557 -0.186563 -0.230798 0.189132 0.074716 0.091198 0.204056 -0.039482 0.132042 0.047695 0.172127 0.158892 0.125595 0.288012 -0.158610 -0.133364 0.170872 -0.142404 -0.158889 0.170419 0.247183 -0.062905 -0.287699 0.186215 0.194769 -0.164285 -0.061959 0.222099 0.007735 -0.145411 0.059723 0.254067 0.255632 0.102617 0.223182 0.163095 -0.100165 -0.138594 0.104882 0.197155 -0.069656 -0.024608
P06746,-0.133144 -0.031405 0.324677 -0.367512 -0.243310 0.061758 -0.234025 0.318956 0.170283 -0.240010 0.297184 -0.181661 0.132289 0.292862 0.293978 0.313031 -0.126908 0.303032 0.131755 -0.330764 0.303922 -0.345966 -0.203350 -0.333872 -0.210471 0.290963 -0.030505 0.137193 0.132081 -0.197912 0.290259 0.017505 0.304251 0.302580 0.081049 0.127736 -0.354645 -0.311996 0.335357 -0.336303 -0.347497 0.303295 0.226508 -0.097362 -0.288204 0.315571 0.335978 -0.353275 -0.129313 0.304087 -0.042068 -0.372179 0.090894 0.210326 0.241868 0.221325 0.311248 0.307972 -0.315754 -0.358385 -0.006349 0.354837 -0.039852 -0.168524
P06748,2.010228 -1.621419 -3.275971 3.281189 2.976756 0.540592 2.660317 -3.166813 -3.166799 1.928552 -3.315254 0.342145 -1.747468 -3.513041 -3.574669 -3.019986 0.395337 -3.785280 -2.636670 3.245431 -3.389769 3.817915 1.204210 3.355655 3.350168 -3.251276 -0.165046 -2.681067 -2.494500 2.133090 -3.470253 -0.546335 -3.087396 -3.555998 -2.361245 1.011289 3.187954 3.278699 -3.582464 3.442403 3.655935 -3.243846 -3.346489 1.580276 0.788343 -3.284811 -2.646732 3.717166 1.032127 -2.841585 -0.584003 3.262508 -0.085592 -2.838594 -1.443027 -2.274057 -3.141269 -3.209219 2.466310 3.381512 0.008674 -3.245973 0.048459 0.963292
P06753,1.256377 0.583772 -0.271268 0.475893 1.043615 -0.025657 0.390541 -0.272464 -1.440305 0.519749 -0.400538 0.574970 -1.949715 -0.368080 -0.477303 -0.230464 1.004940 -0.592066 0.359872 0.296957 -0.442336 0.656251 1.489619 0.373255 0.804894 -0.307648 1.251159 0.046014 -1.103567 0.952821 -0.481409 -0.983854 -0.254234 -0.547479 0.507559 0.366112 0.314018 0.428914 -0.587855 0.434542 0.423236 -0.440519 -1.279750 1.273085 0.601385 -0.498298 -0.036272 0.347938 0.739380 -0.154237 0.591117 0.510362 1.009641 -1.414281 -0.877215 -1.262000 -0.328269 -0.502921 1.195265 0.476019 1.377498 -0.409368 1.295244 1.087336
P06756,-0.024697 0.525183 0.096440 0.014873 0.096790 0.181710 0.242044 0.104944 0.385211 0.292770 0.193612 0.751842 0.048324 0.145684 0.194746 0.130354 0.415405 0.148793 0.416379 -0.128871 0.098492 0.111332 0.562510 0.013977 0.051168 0.145612 0.584955 0.142935 -0.014194 0.446953 0.209969 0.310962 0.105925 0.198697 0.513600 -0.255231 0.002972 -0.022218 0.003070 -0.033288 -0.012352 0.138467 0.275334 0.435946 0.457254 0.164238 -0.008988 -0.026164 0.319191 0.175885 0.413593 -0.000089 0.105994 0.397697 0.357355 0.300824 0.280033 0.093486 0.110366 0.063872 0.549028 0.067788 0.446550 0.335410
P06850,-0.343821 -0.067002 0.303194 -0.341684 -0.387048 0.067505 -0.358090 0.304465 0.313606 -0.315043 0.296270 -0.201677 0.201183 0.318448 0.320297 0.311608 -0.229295 0.327095 0.132988 -0.317804 0.307371 -0.326937 -0.274647 -0.341870 -0.414940 0.318084 -0.041516 0.144543 0.330764 -0.375791 0.321397 0.183591 0.305797 0.345822 0.126909 0.217257 -0.334579 -0.339308 0.323328 -0.345131 -0.337346 0.327780 0.386443 -0.222480 -0.262570 0.331771 0.293970 -0.333662 -0.281036 0.310381 -0.042432 -0.331931 -0.102033 0.359669 0.320623 0.346756 0.298998 0.327122 -0.382943 -0.345114 -0.188772 0.307937 -0.150964 -0.297390
P06858,0.024197 0.258155 0.320625 -0.319818 -0.125799 -0.090961 -0.022456 0.305087 0.097247 0.029031 0.321058 0.154150 0.046167 0.303045 0.322543 0.312207 0.086354 0.339835 0.263444 -0.332307 0.307326 -0.324379 0.232635 -0.311027 -0.020268 0.298605 0.140898 0.286707 0.022602 0.012313 0.316297 -0.046215 0.302758 0.322225 0.286375 -0.169394 -0.301500 -0.299253 0.301664 -0.327486 -0.338223 0.323907 0.217573 0.106929 0.135593 0.320929 0.289594 -0.327469 0.052126 0.315636 0.242618 -0.388216 0.162350 0.220713 0.168009 0.151082 0.334372 0.307839 -0.138262 -0.323223 0.169397 0.309348 0.175040 -0.080132
P06870,-0.322170 -0.039964 0.290850 -0.305979 -0.339645 0.128602 -0.322543 0.283433 0.363061 -0.212707 0.273895 -0.096696 0.199031 0.298114 0.301182 0.305240 -0.184869 0.298792 0.196725 -0.291727 0.289129 -0.247938 -0.180071 -0.320159 -0.354913 0.302920 0.014152 0.168965 0.288929 -0.296916 0.305173 0.187100 0.292096 0.333762 0.209661 0.185415 -0.292441 -0.310827 0.287821 -0.317942 -0.294252 0.315148 0.402201 -0.196474 -0.141609 0.322360 0.276970 -0.294032 -0.153807 0.293890 0.076830 -0.279474 -0.178720 0.371017 0.358854 0.358801 0.294967 0.308049 -0.350870 -0.284420 -0.047404 0.269365 -0.091429 -0.293128
P06881,-0.259517 0.079249 0.321116 -0.349641 -0.319835 -0.097612 -0.239272 0.321485 0.193659 -0.256818 0.310296 -0.045805 0.087047 0.327096 0.336161 0.328195 -0.076754 0.346759 0.201167 -0.360332 0.328874 -0.347487 -0.121344 -0.338270 -0.291111 0.342622 0.105639 0.199571 0.239174 -0.241540 0.337728 0.017399 0.320660 0.349287 0.226262 0.080266 -0.344381 -0.338093 0.313921 -0.347733 -0.371740 0.339132 0.325717 -0.026552 -0.069510 0.334737 0.301792 -0.344782 -0.176871 0.325594 0.104135 -0.357422 0.018414 0.272904 0.244550 0.235001 0.340106 0.333871 -0.281754 -0.367242 -0.071193 0.307401 0.011937 -0.199571
P07098,-0.098419 0.079702 0.412756 -0.511469 -0.250134 -0.265889 -0.218880 0.415740 0.070817 -0.042662 0.405387 -0.098407 -0.017528 0.387915 0.402361 0.432270 -0.012075 0.431002 0.251382 -0.464089 0.400997 -0.512815 -0.066046 -0.458391 -0.224983 0.393846 0.040769 0.247321 0.021851 -0.145611 0.408145 -0.072041 0.383159 0.408562 0.240352 -0.172703 -0.480048 -0.439440 0.410168 -0.457686 -0.482132 0.400274 0.237620 -0.064627 -0.021574 0.423037 0.407393 -0.486070 -0.106675 0.400996 0.061582 -0.576464 0.119398 0.071649 0.122333 0.154358 0.435763 0.406912 -0.275314 -0.515253 -0.004023 0.446219 -0.039137 -0.116330
P07099,-0.422752 -0.111154 0.270371 -0.274450 -0.415929 0.153523 -0.342562 0.265454 0.419582 -0.350860 0.268301 -0.197983 0.297637 0.286381 0.298013 0.271264 -0.259311 0.290608 0.110714 -0.265894 0.278772 -0.245960 -0.343350 -0.279298 -0.439496 0.288593 0.016968 0.123694 0.449743 -0.403894 0.296573 0.281770 0.271420 0.326967 0.100009 0.305434 -0.272463 -0.298821 0.279397 -0.281274 -0.284616 0.286555 0.438106 -0.212168 -0.295494 0.293837 0.254030 -0.274000 -0.335005 0.281128 -0.067627 -0.242568 -0.075984 0.443016 0.389669 0.429441 0.272184 0.282678 -0.385072 -0.286953 -0.223364 0.259450 -0.126680 -0.366077
P07101,-0.049761 -0.025445 0.138365 -0.173046 -0.106937 -0.005396 -0.210699 0.129417 0.020337 -0.144582 0.095792 -0.072857 -0.091986 0.117719 0.101872 0.097649 0.079290 0.093793 0.133196 -0.124767 0.116296 -0.147320 -0.057826 -0.145612 -0.109689 0.144965 0.078611 0.150412 0.009923 -0.063255 0.096288 -0.075902 0.114220 0.103004 0.023872 0.139679 -0.154521 -0.122811 0.164432 -0.157478 -0.158214 0.125810 0.036268 -0.066989 -0.188266 0.102824 0.163489 -0.152199 -0.140464 0.115422 -0.106827 -0.130783 -0.010818 -0.050292 -0.050088 -0.104289 0.091107 0.136451 -0.105039 -0.177746 -0.005583 0.114622 -0.065361 -0.034413
P07148,-0.181983 0.059062 0.282524 -0.316165 -0.252644 0.030488 -0.227122 0.279544 0.162405 -0.171152 0.270938 -0.077582 0.100306 0.278672 0.292011 0.282300 -0.041144 0.312125 0.160074 -0.300181 0.294203 -0.315763 -0.062654 -0.308534 -0.237728 0.281122 0.087788 0.199691 0.155251 -0.223803 0.296813 0.017715 0.277577 0.311629 0.166344 -0.014863 -0.321369 -0.306418 0.290608 -0.325975 -0.318080 0.296723 0.261620 -0.065521 -0.095017 0.307556 0.272304 -0.309041 -0.104365 0.283228 0.109406 -0.334878 0.039157 0.222252 0.202740 0.238124 0.269520 0.296687 -0.220703 -0.310624 0.023482 0.291523 -0.004366 -0.199595
