uniprot_id,seq_features
P13637,"0.250635,-0.289998,0.234128,0.030705,-0.157915,-0.081309,-0.319198,0.285924,-0.371213,-0.162872,-0.283933,0.127761,0.171962,-0.283085,0.070893,-0.324700,0.479652,0.048346,-0.123911,0.282401,-0.027646,-0.101813,-0.188595,-0.115282,0.223087,0.361339,0.095643,-0.191603,-0.035088,-0.004247,0.011816,-0.277589,0.437827,0.258970,-0.239340,-0.252540,0.180327,0.036951,-0.290786,-0.300417,0.042885,0.376846,-0.134550,-0.166544,-0.265869,-0.272213,0.224768,0.169547,0.186942,-0.314902,-0.357076,0.243832,0.237195,0.280596,0.290165,0.269745,-0.345057,-0.257077,-0.299398,0.204422,-0.109845,-0.086408,-0.124137,0.042172"
P05026,"0.232666,-0.057807,0.191894,-0.061203,-0.007594,0.070081,-0.059748,0.054962,-0.057124,-0.182499,-0.057239,0.143408,-0.032897,-0.173894,-0.052283,-0.239703,0.152343,0.108258,-0.185203,0.038445,-0.122072,0.050614,0.007296,0.029048,-0.004471,0.078714,0.152910,-0.002330,0.132621,-0.104172,-0.064940,-0.209276,0.308939,0.039061,-0.022912,-0.043515,0.040280,-0.048687,-0.074612,-0.237617,0.113857,0.088544,0.038266,-0.149439,-0.032685,-0.043191,0.001136,-0.002965,0.013685,-0.044965,-0.077329,0.252441,0.010447,0.229205,0.062060,0.013306,-0.330157,-0.012627,-0.049768,-0.002520,-0.150747,0.055437,0.062560,0.124801"
P54709,"0.141631,0.089094,0.082460,-0.080058,0.083506,0.116485,0.082790,-0.084569,0.096590,-0.083794,0.083200,0.099252,-0.084022,-0.114138,-0.087163,-0.115100,-0.040562,0.110690,-0.073527,-0.104812,-0.095092,0.082782,0.097948,0.109498,-0.116135,-0.077961,0.123976,0.090604,0.068149,-0.105086,-0.090135,-0.117407,0.097583,-0.083898,0.094988,0.082522,-0.050897,-0.093324,0.075926,-0.086873,0.108105,-0.039829,0.109594,-0.078246,0.083386,0.059161,-0.081867,-0.076343,-0.100721,0.079783,0.057019,0.121916,-0.073492,0.033652,-0.093259,-0.115409,-0.078203,0.109660,0.084597,-0.094040,-0.107560,0.058954,0.105768,0.140553"
P42345,"-0.425445,-0.743821,-0.103321,0.284716,-0.467300,-0.505386,-0.709817,0.783129,-0.682794,0.004061,-0.766562,-0.136321,0.339707,0.176462,0.421113,0.041584,0.912793,-0.169780,-0.235306,0.664823,0.348652,-0.305196,-0.792828,-0.537070,0.635726,0.768219,-0.136016,-0.424613,0.456510,0.392569,0.380279,-0.076203,0.556642,0.542791,-0.763698,-0.623212,0.596546,0.373777,-0.697943,-0.291643,-0.039708,0.524068,-0.689563,-0.166827,-0.562630,-0.638217,0.819785,0.505840,0.783879,-0.570302,-0.424142,0.087822,0.190905,0.818653,0.830766,0.856243,-0.686903,-0.620308,-0.494662,0.501123,0.186402,-0.116335,-0.439161,-0.458121"
P08581,"-0.131188,-3.067019,-1.649342,1.394325,-1.817387,-2.245415,-2.799249,2.955741,-2.442016,2.507611,-2.327125,-1.846388,2.359649,1.287100,1.684705,1.558864,3.006497,-2.304148,1.935111,2.619679,2.369989,-2.205758,-2.014891,-2.120752,2.621467,2.803430,-1.712361,-2.572421,-1.056842,1.602417,2.870481,1.897851,-1.025241,3.028566,-2.125421,-2.309320,2.180500,2.435071,-3.001187,2.875837,-1.171536,2.521087,-2.273102,1.710341,-2.804574,-3.197340,1.720890,2.651279,2.777329,-2.831144,-2.985981,-0.973185,2.805329,-3.224526,1.984592,1.436759,0.964370,-2.703664,-2.602209,2.587082,1.955863,-1.539544,-1.117677,-1.069948"
O96017,"0.123145,-0.467229,0.345393,-0.010067,-0.295397,-0.322895,-0.467955,0.541476,-0.426577,-0.152761,-0.555410,0.219645,0.071122,-0.147507,-0.000619,-0.258182,0.496405,-0.076316,-0.743932,0.464173,0.173642,0.032394,-0.343906,-0.157751,0.530395,0.422384,0.127761,-0.167107,0.890771,0.232524,0.263719,-0.191902,0.877748,0.388840,-0.466227,-0.429336,0.203862,-0.054327,-0.518032,-0.737886,0.165110,0.054595,-0.446228,-0.517091,-0.325011,-0.307794,0.193911,0.307897,0.521115,-0.260835,-0.163704,0.390209,0.047141,0.962447,0.501829,0.298531,-1.166502,-0.441160,-0.124130,0.286826,-0.164009,0.394832,0.091884,-0.104545"
P01375,"-1.833180,-2.992597,-3.507906,3.066419,-3.073964,-2.373965,-3.099935,2.692611,-2.949057,3.388541,-2.903674,-2.796397,3.546285,2.488532,3.493315,3.011891,3.916326,-2.585164,3.562201,2.730362,2.877596,-3.770345,-2.767544,-2.639126,2.224743,3.038181,-2.811295,-3.092970,-4.302624,2.913205,2.737009,2.079103,-3.720239,2.924340,-2.832696,-3.301880,3.714663,2.549958,-2.962867,3.676180,-2.939590,4.756245,-2.433481,4.299027,-3.427852,-3.197839,3.502283,3.167687,2.328601,-3.758300,-4.070096,-2.278515,3.796039,-4.246707,3.029494,2.389632,4.386526,-2.329808,-3.615321,3.032296,3.030559,-4.489623,-3.442174,-2.466118"
Q9UQB9,"-0.180252,-0.073412,-0.090299,0.162731,-0.111314,-0.039589,-0.054409,0.099095,-0.047789,-0.057392,-0.128750,-0.099292,0.031103,0.080921,0.092861,0.007018,0.168873,0.034010,0.065821,0.054911,0.016247,-0.017223,-0.126551,-0.082812,0.036608,0.106155,-0.020246,-0.040073,-0.022985,0.069505,0.018220,0.009595,0.054492,0.027298,-0.110866,-0.059473,0.177284,0.098513,-0.091290,-0.112291,-0.072808,0.053317,-0.062737,-0.029558,-0.023761,-0.107939,0.154582,0.068332,0.093511,-0.045703,-0.008364,-0.042257,-0.000728,0.146719,0.127894,0.182704,-0.021508,-0.021585,-0.058270,0.045601,0.044132,-0.050723,-0.097134,-0.078199"
P19838,"-0.499666,-1.156931,-0.289316,0.628257,-0.810837,-0.769224,-1.078277,1.222539,-1.052997,0.270104,-1.185037,-0.431133,0.659589,0.284479,0.479010,0.049104,1.359494,-0.503777,0.341888,1.007870,0.624369,-0.381806,-0.981104,-0.838137,0.978473,1.208607,-0.177521,-0.811072,0.085839,0.567579,0.681160,0.152261,0.660490,0.940490,-1.066563,-0.901129,1.008877,0.827169,-1.084570,-0.088798,-0.312941,0.843698,-0.971998,-0.143510,-0.892238,-1.177964,0.985899,0.791648,1.173873,-0.828667,-0.856686,-0.125427,0.613641,0.378499,1.035022,1.082751,-0.510149,-1.029205,-0.844518,0.943963,0.310276,-0.398546,-0.627667,-0.491604"
Q00653,"0.024257,-0.211267,0.079190,-0.012752,-0.077321,-0.107252,-0.192697,0.225254,-0.173557,-0.042776,-0.207252,0.050644,0.029513,-0.072805,-0.030156,-0.139144,0.235447,-0.035009,-0.097779,0.164667,0.076618,0.044724,-0.140745,-0.090702,0.184366,0.202539,0.093137,-0.093707,0.236590,0.028494,0.091017,-0.074011,0.367493,0.152029,-0.178951,-0.135434,0.111034,0.085063,-0.188075,-0.143169,0.081716,0.067732,-0.167298,-0.217190,-0.126664,-0.197481,0.110205,0.097596,0.226442,-0.099682,-0.102655,0.106944,0.012966,0.263163,0.154549,0.144795,-0.346624,-0.202179,-0.080226,0.141097,-0.060792,0.094720,0.017521,0.000618"
Q04206,"-1.856054,-3.691244,-1.884667,2.407173,-2.951088,-3.072695,-3.746172,3.943564,-3.577399,2.113109,-3.955568,-1.990908,2.415875,1.910031,1.778914,1.213107,4.028956,-2.773668,1.932696,3.405834,3.029597,-1.820427,-3.094804,-2.917082,3.601304,3.733873,-1.437425,-3.113054,-0.577831,2.604648,3.100478,1.949287,0.497204,3.409117,-3.475797,-3.266473,3.184300,2.922987,-3.644138,1.226891,-1.799125,2.345947,-3.487677,0.609475,-3.084025,-3.919792,2.705273,3.007328,3.955350,-2.782242,-2.954019,-1.754063,2.483325,-0.597983,3.177412,2.914403,-0.102758,-3.761916,-2.579737,3.445007,1.676733,-1.521213,-1.898729,-2.187049"
Q01201,"0.242537,-0.006261,0.217832,-0.124606,0.068666,0.078269,-0.016590,0.009949,-0.015855,-0.173269,-0.008215,0.181990,-0.079596,-0.235945,-0.138194,-0.271858,0.066863,0.117327,-0.186086,-0.009164,-0.108302,0.118735,0.060364,0.088897,-0.011036,0.016001,0.184493,0.041548,0.172305,-0.128126,-0.088914,-0.195531,0.334643,-0.007909,0.025208,0.024059,-0.062905,-0.088089,-0.007365,-0.220189,0.165207,-0.033711,0.055131,-0.238178,0.025722,-0.012651,-0.073807,-0.049582,-0.017393,0.019522,-0.006033,0.211163,-0.052477,0.221170,-0.028676,-0.049794,-0.295075,-0.003338,0.038408,-0.037924,-0.178681,0.165132,0.138994,0.169879"
Q04864,"-9.482232,-12.865630,-7.685334,8.953956,-11.022887,-11.883458,-12.636104,12.868187,-13.067300,10.047060,-12.146734,-8.707848,11.039812,8.187985,9.089166,7.945012,11.738090,-11.080947,8.650941,12.531329,11.464449,-9.346710,-11.686290,-11.793500,12.743114,12.697592,-8.519713,-11.523087,-6.804164,10.339673,10.945638,8.522463,-4.430181,12.258399,-12.520982,-12.103568,10.604513,10.516791,-11.856143,7.897832,-8.637594,11.537136,-12.772324,6.873609,-12.343461,-11.976162,11.313517,10.841993,12.955444,-11.041655,-11.765228,-8.829786,10.673789,-5.789982,11.818589,11.935033,5.415666,-13.379378,-11.196822,12.592282,8.688646,-9.540559,-10.919283,-10.332647"
P21554,"0.166769,0.119407,0.160523,-0.118952,0.122663,0.137898,0.110337,-0.119466,0.112642,-0.153182,0.110372,0.143950,-0.128181,-0.162581,-0.139835,-0.174144,-0.092788,0.138562,-0.136609,-0.119602,-0.148800,0.137432,0.130982,0.135604,-0.124529,-0.109469,0.148838,0.118666,0.111588,-0.149106,-0.140945,-0.146957,0.158967,-0.116582,0.122617,0.121774,-0.115876,-0.120349,0.112926,-0.153292,0.128775,-0.111967,0.138475,-0.151809,0.123568,0.108863,-0.129502,-0.126980,-0.127564,0.120376,0.101922,0.149198,-0.111664,0.127643,-0.121547,-0.118508,-0.148970,0.118834,0.116770,-0.125847,-0.151172,0.134017,0.134320,0.161683"
Q15303,"-0.294878,-0.906233,-0.591466,0.623851,-0.677110,-0.789771,-0.864295,0.928987,-0.767389,0.750668,-0.801109,-0.711554,0.691480,0.617916,0.545379,0.561988,0.874848,-0.829003,0.709718,0.831829,0.756168,-0.623449,-0.649478,-0.711780,0.898383,0.850756,-0.639229,-0.834739,-0.434331,0.596268,0.946208,0.840506,-0.428352,0.940907,-0.694846,-0.705650,0.711172,0.902230,-0.959505,0.809703,-0.593736,0.517996,-0.756220,0.484812,-0.780121,-1.012091,0.473489,0.851947,0.909601,-0.782994,-0.799291,-0.587490,0.808411,-0.959252,0.634828,0.548985,0.318125,-0.902524,-0.747330,0.785338,0.677795,-0.387634,-0.332032,-0.446978"
P31749,"-2.992362,-2.948038,-1.922217,2.357871,-2.477220,-2.333690,-2.728635,3.132210,-2.514638,0.878430,-3.308879,-1.873008,1.742160,1.988719,2.336179,1.328212,3.729289,-1.249686,0.841003,2.637198,1.999214,-1.581904,-3.392216,-2.497220,2.551862,3.082550,-1.380255,-1.987009,0.158533,2.331748,2.013354,0.985834,0.467904,2.232708,-3.215465,-2.532697,3.180398,2.253871,-2.923296,-0.199647,-1.476908,2.160244,-2.846900,0.451522,-2.184348,-2.854988,3.517597,2.449372,3.196507,-2.358764,-1.721066,-0.982485,1.198091,1.488831,3.379662,3.638995,-0.717979,-2.399503,-2.197822,2.297493,1.680030,-1.344026,-2.210417,-2.443619"
O14965,"-1.137520,-0.878092,-0.778104,1.038063,-0.910140,-0.735980,-0.797379,0.971324,-0.760277,0.406494,-1.035615,-0.852586,0.652250,0.817527,0.790586,0.542444,1.129987,-0.478349,0.719992,0.790734,0.663645,-0.540066,-1.018848,-0.878006,0.723839,0.980197,-0.520704,-0.723279,-0.401514,0.777646,0.648295,0.523034,-0.143505,0.693740,-0.974739,-0.777060,1.173818,0.893091,-0.890005,0.108468,-0.702738,0.729626,-0.856167,0.333480,-0.670625,-0.966454,1.102530,0.791100,0.963811,-0.665439,-0.589109,-0.624980,0.533019,0.060618,1.000347,1.168553,0.260475,-0.702314,-0.741552,0.774747,0.628400,-0.691745,-0.874810,-0.798234"
Q96GD4,"-0.715513,-0.725312,-0.540031,0.850794,-0.770859,-0.534377,-0.693544,0.800422,-0.684873,0.187050,-0.887587,-0.585467,0.548689,0.468412,0.644830,0.256972,1.085482,-0.288919,0.513753,0.666906,0.460402,-0.472568,-0.803993,-0.659189,0.594714,0.838009,-0.382921,-0.594378,-0.414311,0.602251,0.468313,0.307530,-0.018278,0.589531,-0.803235,-0.682284,0.965841,0.656186,-0.781204,-0.052867,-0.542981,0.672773,-0.625859,0.216859,-0.578066,-0.835231,0.882160,0.658482,0.744456,-0.652928,-0.579325,-0.399248,0.504862,0.147911,0.849227,0.951768,0.180289,-0.568659,-0.650733,0.625468,0.445278,-0.528971,-0.665966,-0.561637"
O00767,"-0.713514,-1.891192,-1.550206,2.163314,-1.970665,-1.191611,-1.948661,1.820128,-1.779657,1.378737,-2.006328,-1.672102,1.973552,1.185683,1.926115,1.032809,2.885436,-1.181839,1.999060,1.672738,1.128702,-1.865373,-1.619708,-1.553122,1.228837,2.121392,-1.224649,-1.963875,-2.535551,1.283428,1.335262,0.906494,-1.431981,1.801472,-1.679706,-1.839260,2.598957,1.851429,-2.005530,1.272030,-1.787181,2.726114,-1.214186,1.898412,-1.934153,-2.227084,2.058148,1.903890,1.409596,-2.113327,-2.476871,-0.943057,2.310669,-2.135983,1.909552,1.731489,1.832263,-1.312163,-2.271959,1.693218,1.411066,-2.458076,-1.920023,-0.901173"
Q9GZT9,"0.127498,0.025055,0.111885,-0.107302,0.072966,0.042254,0.011689,-0.012408,0.021189,-0.084743,0.014174,0.116617,-0.095370,-0.107150,-0.142761,-0.139106,-0.016385,0.044054,-0.097124,-0.033850,-0.043408,0.125840,0.070843,0.074574,-0.011063,-0.032494,0.130237,0.045813,0.167879,-0.079050,-0.036271,-0.086533,0.218458,-0.025678,0.041990,0.062660,-0.069451,-0.056757,0.023578,-0.119497,0.108736,-0.122489,0.030432,-0.177610,0.056163,0.002912,-0.111148,-0.060057,-0.006081,0.069137,0.062760,0.103237,-0.082401,0.130173,-0.070072,-0.088527,-0.223317,0.000307,0.084150,-0.036070,-0.127865,0.150419,0.148357,0.101381"
P61073,"0.459394,-0.069695,0.408425,-0.355145,0.160442,0.090867,-0.085902,0.033552,-0.083668,-0.288130,0.003480,0.421921,-0.118989,-0.469909,-0.189448,-0.429729,0.137679,0.201397,-0.503438,0.034325,-0.140326,0.126698,0.028407,0.151731,0.043327,0.042076,0.272291,0.098830,0.440524,-0.192935,-0.117208,-0.408597,0.611662,0.021253,-0.013196,-0.034637,-0.164728,-0.238725,-0.047242,-0.336355,0.381768,0.055042,0.025303,-0.375174,-0.029382,0.003389,-0.053434,-0.062129,0.010630,-0.081336,-0.051743,0.463856,-0.117562,0.512380,0.028707,-0.052802,-0.647305,-0.068636,0.027073,-0.055019,-0.279567,0.305406,0.238301,0.229833"
Q96BI3,"-0.450766,-1.344469,-1.545901,0.944604,-1.079711,-0.838566,-1.257062,1.132050,-1.002508,1.346895,-1.125694,-0.973674,1.306708,0.882980,1.344246,1.199728,1.761762,-0.929266,1.228427,1.009705,1.124309,-1.455355,-1.097531,-0.921135,0.807322,1.182694,-0.970523,-1.100271,-1.223368,1.023705,1.202853,0.648373,-1.236153,1.150647,-1.098133,-1.293442,1.539662,1.013000,-1.286500,1.660354,-0.833354,2.015120,-0.935292,1.644839,-1.421514,-1.384001,1.402447,1.279307,1.016091,-1.620717,-1.626047,-0.407514,1.330318,-1.640740,1.205107,0.738963,1.350967,-0.841519,-1.446301,1.140129,1.187101,-1.636601,-1.069727,-0.776802"
Q8WW43,"0.084752,-0.067192,-0.072261,0.022258,-0.029734,0.002014,-0.071978,0.044040,-0.035852,0.062836,-0.045035,-0.005268,0.068353,-0.018008,0.065815,0.020314,0.139101,-0.007630,0.046325,0.031553,0.021327,-0.090489,-0.037181,-0.007512,0.001973,0.060235,-0.014642,-0.040779,-0.074624,0.011909,0.045783,-0.034594,-0.062370,0.053057,-0.033594,-0.062369,0.087049,0.015651,-0.065779,0.097124,0.002346,0.162697,-0.008536,0.097957,-0.084434,-0.075972,0.078688,0.067400,0.014761,-0.110475,-0.125573,0.059023,0.089228,-0.133655,0.050077,-0.008102,0.068571,-0.009824,-0.088548,0.042840,0.034458,-0.101343,-0.035379,0.026858"
Q9NZ42,"-0.611559,-0.942399,-1.101187,1.265939,-1.104282,-0.581303,-0.862356,0.900078,-0.756357,0.832042,-0.994458,-1.129633,1.081008,0.844885,1.085968,0.780163,1.410740,-0.675262,1.404321,0.768163,0.539394,-0.945213,-0.741126,-0.848161,0.550400,1.019051,-0.752940,-1.015565,-1.594866,0.672792,0.728677,0.677218,-1.073196,0.867132,-0.768197,-0.830256,1.436005,1.189739,-0.996737,0.905396,-1.176064,1.358587,-0.548603,1.174286,-0.969266,-1.165605,0.999233,0.959136,0.687073,-1.083029,-1.222223,-0.620631,1.224547,-1.454272,0.900014,0.860246,1.308943,-0.541749,-1.230162,0.861504,0.928879,-1.447526,-1.056614,-0.487727"
Q92542,"-0.061690,-0.341909,-0.453943,0.143975,-0.214808,-0.175039,-0.272194,0.251996,-0.164099,0.364760,-0.212768,-0.234218,0.305500,0.217073,0.346600,0.368786,0.419411,-0.219064,0.298198,0.204854,0.269931,-0.369775,-0.230483,-0.184885,0.166462,0.236204,-0.268388,-0.222333,-0.253936,0.212225,0.332432,0.166667,-0.379862,0.268406,-0.226075,-0.271843,0.356854,0.263872,-0.316692,0.551920,-0.169343,0.507603,-0.187244,0.469338,-0.358240,-0.334365,0.307204,0.306809,0.237222,-0.443521,-0.384855,-0.019384,0.293026,-0.504018,0.256253,0.105399,0.336459,-0.159105,-0.366855,0.238615,0.346448,-0.386920,-0.185566,-0.151874"
P49768,"-0.634527,-1.723717,-0.947580,1.213141,-1.474430,-1.418328,-1.865551,1.621778,-1.973175,1.241632,-1.637210,-0.936650,1.709416,0.848909,1.605836,0.985308,2.069769,-1.181666,0.818324,1.786181,1.366718,-1.846975,-1.674027,-1.433911,1.548644,1.786321,-1.262704,-1.621531,-1.299432,1.467316,1.339605,0.660718,-0.865884,1.705177,-1.700790,-1.937217,1.532332,0.961613,-1.712882,1.073755,-1.022810,2.315387,-1.559200,1.529058,-1.830819,-1.579985,1.877082,1.642452,1.466412,-2.005468,-2.081446,-0.816180,1.799104,-0.871045,1.866383,1.551839,0.935043,-1.620209,-1.851044,1.587962,1.196039,-1.625238,-1.661445,-1.356579"
Q9Y243,"-0.197359,-0.056230,-0.113051,0.129804,-0.082221,-0.049768,-0.033403,0.093612,-0.013718,-0.016776,-0.117356,-0.103094,-0.008809,0.121130,0.034114,0.033594,0.099785,-0.007458,0.075271,0.031132,0.053210,0.033137,-0.095314,-0.074718,0.039602,0.073532,0.002163,-0.026790,0.065016,0.073080,0.048016,0.053708,0.076588,0.011520,-0.085304,-0.031197,0.138495,0.102566,-0.065072,-0.070423,-0.047846,-0.044424,-0.076905,-0.063943,0.007001,-0.095757,0.092868,0.045948,0.110760,0.016372,0.050077,-0.067884,-0.045292,0.130305,0.075974,0.117286,-0.042807,-0.026369,0.008141,0.049302,0.032763,0.007614,-0.037876,-0.078220"
Q07869,"-0.499734,-0.881734,-0.619429,0.839631,-0.842387,-0.672745,-0.953190,0.955962,-0.888695,0.268833,-1.108353,-0.510121,0.579807,0.427874,0.614557,0.193327,1.341512,-0.449128,0.456833,0.823730,0.669906,-0.558186,-0.862867,-0.641656,0.814133,0.961323,-0.408135,-0.742154,-0.369155,0.723793,0.676376,0.389662,0.090413,0.788397,-0.931252,-0.861982,0.998020,0.670288,-0.998040,0.045527,-0.553004,0.672657,-0.762274,0.201137,-0.707448,-1.047963,0.816338,0.823178,0.917741,-0.842485,-0.751808,-0.378323,0.608147,0.080210,0.943080,0.866763,0.084003,-0.789899,-0.687064,0.773226,0.440838,-0.396392,-0.483779,-0.578658"
Q07817,"-1.414092,-1.627633,-1.158001,1.496995,-1.615255,-1.631148,-1.799626,1.668663,-2.035393,1.234878,-1.688409,-1.107055,1.674392,1.072763,1.523019,1.057871,1.854472,-1.289505,1.190301,1.772385,1.650725,-1.716078,-1.821259,-1.623845,1.632663,1.764385,-1.316810,-1.628211,-1.442912,1.730969,1.328871,0.966849,-0.855539,1.611157,-1.836951,-1.867278,1.562289,1.015121,-1.564518,0.756994,-1.200648,1.942955,-1.780288,1.270941,-1.705476,-1.593006,1.903742,1.616843,1.591106,-1.719414,-1.746244,-1.407775,1.609649,-0.535653,1.836087,1.807696,1.208358,-1.709490,-1.615699,1.693027,1.185178,-1.627896,-1.846688,-1.773647"
Q92843,"-2.068926,-2.318174,-1.637651,2.497043,-2.500824,-2.386513,-2.662977,2.243590,-3.097108,2.279137,-2.362342,-2.000977,2.901289,1.734043,2.558329,1.868093,2.515428,-2.167462,2.306884,2.670002,2.282393,-2.853737,-2.527207,-2.505897,2.267894,2.675168,-2.283054,-2.740680,-3.487992,2.441581,1.746513,1.571319,-2.255176,2.464726,-2.548091,-2.701649,2.371717,1.761424,-2.147015,1.650331,-2.463822,3.385406,-2.399043,2.679928,-2.729218,-2.145772,2.875292,2.365393,1.957236,-2.638557,-3.060864,-2.420926,3.074456,-2.038426,2.656260,2.767120,2.968340,-2.471372,-2.841228,2.621354,1.991320,-3.352759,-3.421053,-2.592759"
P24385,"-0.272580,-0.456191,-0.311804,0.356984,-0.414310,-0.393565,-0.543724,0.518814,-0.496595,0.103309,-0.642145,-0.158158,0.185224,0.239712,0.243520,0.042029,0.699665,-0.246454,0.045576,0.440458,0.449209,-0.230126,-0.477840,-0.302589,0.486303,0.477499,-0.151344,-0.365967,0.076054,0.448853,0.395518,0.186840,0.263456,0.406357,-0.531230,-0.502288,0.471812,0.243624,-0.536008,-0.089197,-0.188100,0.197079,-0.479829,-0.016648,-0.331603,-0.524863,0.369825,0.432911,0.555639,-0.403648,-0.294904,-0.172447,0.178809,0.339328,0.515777,0.402553,-0.187101,-0.471617,-0.221433,0.425701,0.144848,-0.011481,-0.108723,-0.382801"
O60674,"0.287466,-0.316261,0.072694,-0.071586,-0.068694,-0.124387,-0.302237,0.295291,-0.257085,0.048605,-0.228316,0.086910,0.119235,-0.182280,-0.020171,-0.152776,0.384783,-0.070686,-0.075880,0.237690,0.137909,-0.075187,-0.133927,-0.081620,0.237813,0.273830,0.069005,-0.171456,0.196884,0.016037,0.189867,-0.097340,0.341994,0.275801,-0.192221,-0.203105,0.130727,0.076335,-0.298678,0.042210,0.146247,0.239210,-0.173829,-0.118014,-0.256968,-0.319763,0.090509,0.180639,0.268598,-0.271574,-0.291479,0.216038,0.179152,0.019029,0.164358,0.048605,-0.310724,-0.266201,-0.191105,0.213490,-0.039619,0.056279,0.071648,0.081547"
O75874,"-0.269483,-0.367736,-0.070665,0.165994,-0.216048,-0.232348,-0.275300,0.384898,-0.250421,0.063723,-0.334348,-0.182516,0.169100,0.134671,0.162046,0.051989,0.348496,-0.122020,0.068950,0.291902,0.142549,-0.053902,-0.321517,-0.281677,0.288567,0.372447,-0.052027,-0.207446,0.138505,0.126443,0.188008,0.037303,0.249337,0.252850,-0.316224,-0.217015,0.304050,0.314381,-0.313529,-0.053154,-0.083999,0.211710,-0.301092,-0.104383,-0.248282,-0.315333,0.340591,0.213294,0.376054,-0.199778,-0.177986,-0.008262,0.111546,0.199633,0.322889,0.406883,-0.252686,-0.292567,-0.258164,0.262094,0.123661,-0.094381,-0.216043,-0.157884"
P50213,"0.107408,0.090459,0.182481,-0.170244,0.147457,0.114732,0.113472,-0.094521,0.116838,-0.157034,0.115546,0.152604,-0.145074,-0.154324,-0.154239,-0.160685,-0.118046,0.145120,-0.180986,-0.108111,-0.141171,0.175467,0.102282,0.115270,-0.104739,-0.098081,0.166706,0.137261,0.230750,-0.157114,-0.136146,-0.176195,0.248990,-0.120708,0.104953,0.136593,-0.126010,-0.115780,0.113789,-0.181389,0.172813,-0.127454,0.097628,-0.208925,0.119502,0.117479,-0.104120,-0.140060,-0.087153,0.134306,0.143205,0.181959,-0.163887,0.230674,-0.107661,-0.081822,-0.266128,0.097288,0.119344,-0.119503,-0.157313,0.163393,0.129623,0.135989"
